rating,review
5,I loved the comfortable fit the sound is good.  I have noticed the connection can glitch occasionally when I walk on the beach I’m not sure why (Which is why it loses a star on its rating) but other than that it’s ticking all my boxes.Takes a bit of getting used to the sensitive touch controls but would recommend them to anyone
5,Der Kopfhörer fühlen sich sehr angenehmen beim Tragen. Die Qualität der Musik ist auch sehr gut für den Preis des Kopfhörers. Was mir besonders gut gefallen ist ist die Akku die für lange Zeit hält. Die Bluetooth-Verbindung bricht nicht ab obwohl man 10m weg geht. Case des Köpfhörers ist sehr kompakt und leicht zu öffnen.
5,Habe mir die Kopfhörer fürs Joggen und im Fitnessstudio gekauft. Unter meinen vorherigen Over-Ear Kopfhörern war es unangenehm wegen des Schweißes.Der Klang geht in der Preisklasse absolut klar. Der Akku hält was er verspricht und der Tragekomfort ist gegeben. Auch bei ruckartigen Bewegungen sorgen die Bügel für guten Halt der Kopfhörer. Im Paket enthalten sind 3 verschiedene Größen der Gummilaschen für kleinere bzw. größere Ohren. Ein Aufladekabel ist natürlich auch dabei. Bin insgesamt zufrieden.
5,Endlich wirklich In-Ear die halten was sie versprechen.Kann ich uneingeschränkt weiter empfehlen.Bin super happy mit diesen Kopfhörern Danke.
4,Impossible de passer d'une chanson à l'autre...
5,Was looking around for a pair to replace some old headphones I'd been using for years. I must admit I was a little sceptical in regards to the "price to quality". I was pleasantly suprised. Will grab a spare pair soon!
5,Écouteurs de très bonne qualité. Tiennent bien dans l'oreille. Charge rapide et longue durée de la batterie. Je recommande à 100%
5,Commandés pour écouter de la musique en faisant de la course à pied. Les écouteurs tiennent bien en place le son est bon pas de problème de connexion.
5,These ear buds arrived quickly and on time. I really struggle to keep buds in and find them uncomfortable. The over ear clip is comfortable and discreet and do not fall out while running. The sound is good for the price. Charge easily and last a long time. I would recommend for anyone who is looking for a cheap set doing activities.
5,Delivered as expected on time very comfortable to wear headphones with an outside the ear retaining clip. The touch functions on the earpieces are convenient and work well. I would have preferred slightly more bass in the sound (this will likely improve as the earpieces bed-in after some hours of use). Overall the sound quality is very good and clear. Highly recommended.
5,L'articolo rispetta la descrizione e le alternative. È ergonomico e leggero e si adatta bene a tutti i tipi di padiglioni dato che le usa anche mia moglie...facilmente configurabile hai sempre sott'occhio la carica del singolo auricolare grazie alla lettura sul display di essa. Il cofanetto è abbastanza robusto e relativamente piccolino così da tenerlo con se anche in una pochette. Ottimo prodotto
5,Très bon produit. Ces écouteurs ont une très bonne qualité sonore ils sont ergonomiques ils ne tombent pas car ils sont bien fixés aux oreilles. Je ne peux plus m'en séparer.
5,Sehr guter Tragecomfort beim joggen.Sehr praktisch :)
5,Arrivate ben imballate e nei tempi previsti dalla Logistica della Piattaforma Amazon in fase di acquisto.Confezione coperta da pellicola di materiale plastico trasparente e termo saldata.Presenti esternamente sulla scatola le varie certificazioni di prodotto.Realizzate interamente in Cina e commercializzate in Europa da un azienda tedesca.Nella confezione troviamo il cofanetto in plastica dura di colore nero opaco con dei particolari realizzati in nero lucido.Attacco per la ricarica mediante connettore di tipo "C".Cofanetto di forma rettangolare con gli angoli e gli spigoli tondi dalle dimensioni contenute: 74 x 50 x 28 mm.Auricolare completamente di colore nero opaco corredate di riccio per l'ancoraggio al padiglione auricolare.Il tutto è completato da una piccola scatolina contenente gli accessori: cavo di alimentazione ed adattatori per il condotto uditivo.Inoltre è presente una piccolo manuale per l'utilizzo in cinque l'lingue tra cui anche l'italiano.Accoppiamento senza difficoltà ai vari dispositivi.Suono corposo e robusto.Soddisfatto.
5,Je les ai acheté pour mon papa. Il les utilise au quotidien pour son travail il aime bcp !
5,Die Kopfhörer haben einen sehr guten Klang und das Ladecase wirkt sehr edel. Kann ich weiterempfehlen.
5,These headphones are a great price and work perfectly for when you're on the go on even just sat at your desk. The sound is great on them and the battery lasts a long time. Couldn't recommend enough if you want a pair of earphones.
4,Buona qualità del suono.Buon rapporto qualitá prezzo.Batterie scarse
5,Bought these for myself and as gifts for family members not too long ago! They are easy to use the sound is really good and they were not too pricy! Very happy with my purchase so far!
5,I bought these for my son as he had 2 pairs of airpods previously and they were useless  he lives these  he uses them at the gym and when walking about  they are fantastic with a great battery life. Highly recommended
5,Ich liebe diese Kopfhörer.  Sie sind sehr nützlich.  Sie können in dieser Zeit telefonieren und arbeiten.  Der Klang ist klar sie halten gut an den Ohren.
5,Comprati per sostituire un altro che avevo che si sono rotti dopo 6 mesi non sentendosi più ad un lato.Questi mi hanno colpito rispetto ai atri per un suono pulito  mentre quell'altro era cupo.Per ora ok.
5,Great sound quality and long battery. Plays for about 10 hours and recharges really quickly.The earphones have loops to go over your ears and these give a great secure and comfortable fit (see picture).
4,Je les utilise pour le sport je trouve les touches un peu trop sensible quand je repositionne les oreillettes
4,Llevo pocos días usándolosY todo muy bien sonido comodidad incluso cuando me tengo que poner las gafasSin sonido parece que ni los llevas puestosPor el precio que tienen no se puede pedir másA ver lo que duran en éste estadoNo le doy cinco estrellas por la cajaAl adaptar la goma a tus orejas cuando los metes en ella no llega a cerrar del todo bien y esto puede hacer que no se carguen correctamenteSolución un pequeña goma elástica y perfecto
5,Cuffie auricolari bluetooth wireless con comodo archetto per una ottimale indossabilità dei dispositivi in molteplici contesti che siano sportivi di relax al lavoro ecc. Il suono è pulito sia negli alti che nei bassi. Molto comodo il cofanetto per ricaricare le cuffie indispensabile il display che indica la percentuale di batteria questo ultimo non presente in dispositivi più blasonati. La spedizione con Prime è rapidissima il venditore serio e professionale rapporto qualità - prezzo ottimo.
4,Sono fissati bene alle orecchie e quindi difficile perderli.
5,Preis/Leistung passt. Was nicht so schön ist sind die Ton Aussetzer.
5,Très agréable. J'avais beaucoup de mal à supporter d'autres écouteurs et ceux-ci sont top.
5,Super gut. Bin sehr zufrieden!
5,Easy to set up does what they are supposed to do. Use for listening to music andaking and receiving calls.
5,Le ho acquistate come regalo per mia mamma che aveva rotto le sue e si sta trovando benissimo e quasi una settimana che le usa ed è molto soddisfatta. Hanno una durata di carica elevata grazie anche alla custodia che le ricarica di volta in volta quando le posa poi hanno un buon suono e un ottimo collegamento che copre anche spazi distanti ad esempio mia mamma le usa a lavoro e nell'andare in stanza diverse non perde la connessione. Quindi considerando anche il prezzo devo dire che è stato un buon acquisto
5,Funktionieren ausgezeichnet schnelle Verbindung und top Tonqualität. Bin sehr zufrieden und kann diese Kopfhörer nur weiter empfehlen..
5,Ich habe mir die Kopfhörer geholt  weil ich vorher andere hatte und diese vom Sound und der Akku Laufzeit nicht so gut waren.Diese Kopfhörer haben für den Preis einen guten Sound  mit guten Bass. Bei anderen Kopfhörer in der Preis Kategorie war der Sound nicht so gut. Die Akku Laufzeit passt auch mit der angegebenen Zeit. Ich kann Kopfhörer für den Preis echt empfehlen. Denke das ich für  meinen Sohn die gleichen noch einmal hole.
5,Arrivate nei tempi previsti. Design gradevole e accattivante. Ottima resa del suono e durata della batteria nella norma. Ottimi per chi desidera un prodotto di buona qualità senza troppe pretese. PRO: Resa audio e Bluetooth 5.3 CONTRO: Per ora nessuno
5,Habe die Kopfhörer für meinen Neffen gekauft und es findet sie Klasse.
5,I like the the sound evnn though the ear hold is not entirely comfortable but doesn't take fom the rating in my opinion. It's overall very cool.
5,Love these headphones... they fit perfectly so are really comfortable to wearthey're easy to use and the battery life is great. I love the fact they charge when int he case. I can hear very clearly what's coming through the headphones even with workshop noise around me..
4,Idéal pour un cadeau il a bien plu bonne qualité de son Bon maintien se connecte facilement.  Prix attractif. Je recommande.
5,I was pretty skeptical buying these as they were cheaper than what I normally go for but honestly don’t let that put you off. They’re so comfy around the ear it’s like they’re hardly even there and the sound quality definitely beats my old Samsung Buds. Would highly recommend these headphones for anyone who works out too as they’ve not fallen out or off once at the gym.10/10
5,Très bon son discret idéal pour le sport et ne fait pas mal à l'oreille je recommande
5,Buona qualità del suono per audio normali come può essere uno streaming YouTube o un classico MP3 durata della batteria in linea con altri prodotti mi ha sorpreso la velocità di ricarica della singola cuffietta
5,Premettendo che sono abbastanza difficile da accontentare con gli earpods perché colpa della conformazione del mio orecchio mi si tolgono al primo movimento ho voluto provare questi auricolari che hanno il gancetto per aderire al padiglione. Ebbene finalmente ho trovato un prodotto adatto alle mie esigenze. Restano in posizione anche se si fanno movimenti la qualità del suono ed il volume sono buoni e l'avvio è a prova di bambino. Anche la durata della batteria sembra per ora accettabile.
5,Tonqualität ist gut Übersetzung geht so für den Preis zu empfehlen
5,Die Kopfhöhrer sind absolut Klasse. Sie werden in einer kleinen handlichen Box mitgeliefert. Die Box wiederum zeigt den Akkustand an.  Ich benutze Sie um beim Laufen auf dem Laufband mit meiner Lieblingsmusik in Stimmung zu kommen. Dabei liefern sie ordentlich  Basseinen guten Klang und auch Höhen sind vernehmbar. Für ein kleines Geöd bekommt man hier wirklich sehr gute Sport Kopfhöhrer die absolut zu empfehlen sind.Ich würde sie jederzeit wiederkaufen und habe auch schon meiner Freundin ein Paar dieser Kopfhöhrer geschenkt.AAbsolute Kaufempfehlung!
5,I am amazed at the quality of these headphones. look amazing a great case great price such great sounds and easy to control. Love love love them
5,Ho aspettato un po a fare la recensione perché prima volevo provarli... Ottimo acquisto si sentono benissimo la batteria non si scarica facilmente qe aderiscono bene all'orecchio. Pienamente soddisfatta!!!
5,I am satisfied!
5,excellent article très bon rapport qualité prix vraîment dans l'attente de mes espèrances à bientôt !
5,Wife really likes them and has been on many workouts with them. They fit securely and the sound quality is top notch. Battery life is more than she ever needs as she charges them each night. Would highly recommend.
5,Los auriculares son de buena calidad con silicona haciendo con ello que sean muy confortables para los oidos y además los ganchos que van a las orejas hacen que no se puedan caer estés haciendo lo que sea.El emparejamiento con el telefono es instantaneo. Pero lo más importante es el sonido  teniendo buena combinación de graves y agudas al igual que las voces muy claras.<en la parte frontal lleva una pantalla LED que nos muestra el estado de carga de la caja de los auriculares como la carga de loa uriculares.la batería es myt potente en duración y son muy cómodos de llevar la caja de carga en cualquier bolsillo.
5,Cuffie piccole e comode. Si sentono benissimo e sono già sette giorni che le uso e ancora non ho dovuto ricaricarle. Touch molto efficace e con buona sensibilità. Nel complesso buone cuffie. Ottimo anche il display che ti dice quanta carica residua c’è ancora nella box di ricarica.Qualità prezzo ottima.
5,I've actually had no luck with earbuds etc. Just wouldn't stay in or found uncomfortable. My Son suggested these and I couldn't be happier. Perfect for me great price and excellent quality.
5,globalement un bon produit par sa qualité de son au par sont temps d'utilisation
5,Prodotto di ottima qualità. Esteticamente molto bello facile ed intuitivo nell’utilizzo! Si adatta in maniera ottimale alla forma dell’orecchio leggero per nulla invasivo! Suono chiaro e ben definito!
5,Really good so far bought for my son for running and they have been really good show the percentage too which is great can make calls easily too.
5,Buena calidad se escuchan con muy sonido. La verdad que me han sorprendido gratamente. Voy a pedir unos mas para mi pareja despues de haberlos probado. Son muy comodos para hacer deportes ya que se adaptan estupendamente y no tienes que preocuparte de que se caigan gracias a su sujeccion por detras de la oreja. Viene en su caja muy bien empaquetado e incluye diferentes gomas para segun el tamaño de tu oido y tambien incluye cable tipo c para cargarlos. El pedido llegó en la fecha estimada. Buen producto
5,For my occasional use these are good charge is good. Display is great as clear on charge left. Very comfortable to wear
5,Really good for the price.  Decent sound quality.  Battery lasts all day.  Easy to fit & comfortable.  Have enjoyed using them.
5,Schöne und bequeme Kopfhörer kann man nur empfehlen!
5,Ottimo rapporto qualità/prezzo e durata della batteria. Le uso anche per correre e non c'è alcun problema di stabilità sulle orecchie.
5,I bought these headphones as a present for my husband. He rides his bicycle every day and I wanted something good and safe and these headphones have certainly proved to be up to the task!! I will buy them again.
5,Bon produit RAS je recommande pas chère confortable excellent son foncé sans hésitez !!
5,Heel erg goede oortjes.Levering was zeer snel en het pakketje was goed verpakt dus het kwam niet beschadigd aan of iets.De oortjes blijven goed in je oor zitten het is een heel mooi design voor tijdens het sporten of werken.
5,So far these have been the best little gems I’ve bought. Comfortable behind the ear. The power indicator is brilliant to remind you how much charge is left on each individual ear piece.
5,Super produit je m'en sert surtout pour le sport il est top
5,Satisfaite de ces écouteurs son excellent connection facile et agréable à mettre.
5,Die Kopfhörer sind super. Sie Preis ist sehr niedrigen. Sie sind sehr praktisch wenn mann Sport macht oder beim Auto fahren. Die Sonne qualität ist super. Ich empfehle sie mit vollem als ich das sehr gut finde.
5,The product is of excellent quality  easy to set up and is very comfortable to wear.Paired up on phone and tablet easily and the display showing the percentage charge is a great feature
5,Die Kopfhörer sind perfekt zum Laufen sie haben einen gut halt dabei. Die Bedienung ist echt einfach. Zudem ist Sound mega gut.
5,These earbuds are excellent. Taken them out of the box they paired instantly to my iPhone and the sound quality is great. They are very comfortable on the ears. I also find the case high quality and useful to check the battery level. So good that my wife now said she would like a pair as well!
5,I had well known brands before buying these. Am what a powerful punch they pull music sounds so good and the bass is incredible. Very comfortable around the ears. Perfect for all my needs.
5,Great sound...Great comfort. Wore these on a 6 hour bike ride and felt like I didn't have them on. Calls came in noise cancelling worked its magic
5,Einfache Bedienung funktioniert wirklich gut super komfort  . Die Kopfhörer sitzen fest und haben eine gute Tonqualität . Ich bin sehr zufrieden.
5,Queste cuffie si prestano molto bene quando ci si vuole isolare dall'ambiente circostante data la loro capacità di insonorizzazione. Consiglio l'acquisto principalmente a chi ascolta musica house o techno o comunque con molti bassi in modo da poterle sfruttare a pieno poiché con altri tipi di musica performano comunque bene ma non allo stesso modo. Molto comodo il display che indica la carica di entrambe le cuffiette e la custodia esteticamente a me è piaciuta molto. Packaging molto curato
4,Llevo sólo 1 día con ellos. Los compré pq los otros no tenían el adaptador para la oreja y se me caían mucho. En ese sentido son geniales xq obviamente no se caen pero me daba miedo q tal vwz fuera incomodo o hiciera daño... Para nada ni noto lo q los tengo puestos. En cuanto al sonido no son los mejores pero cumplen su función.*** Actualizo la reseña ***Los he tenido que devolver pq aunq no se oía muy bien podría pasar. Pero no me oían a mí. Me oían con mucho ruido.
5,Migliori delle aspettative queste cuffie sport wireless sono state un regalo molto gradito dal mio compagno che aveva bisogno di cuffie per fare sport. Design nero opaco molto accattivante nelle foto dell'articolo si vede che l'archetto è molto sottile pensavo potesse essere un inconveniente ma mi sono ricreduta l'archetto è sottile e abbastanza piccolo il che rende le cuffie sia comode che molto stabili rispetto anche ad altre cuffie avute in precedenza queste cuffie non sono soggette a spostamenti durante l'allenamento. Il touch funziona bene audio buono. Un'altra nota positiva è il case delle cuffie che è anche la sua powerbank è rettangolare e sottile il che lo rende veramente comodo anche per chi lo vuole trasportare in tasca oppure in un piccolo marsupio. Rapporto qualità/prezzo veramente positivo. Se vi è stata utile questa recensione cliccate qui in basso :)
5,Benutze sie beim Sport und bin super Zufrieden
5,Parfait pour l’utilisation sport en salle. Je recommande ce produit
5,Great. Comfortable fit. Lasts almost 3 days without charging and each use lasts at least 10 hours before putting back into the case to recharge. Great and would definitely recommend.
5,Die sind geliefert in ein kleines handliches Box  sitzen sehr gut am Ohr und bekommt man keine Ohren schmerzen auch nach 8 Stunden. Akku hält sehr lange und sind auch sehr schnell wieder geladen.Für den Preis kann die nur weiter empfehlen.👍🏻
5,Great earbuds really comfortable to wear even with glasses on sound quality is really good can’t hear any back round noise great for when working out
5,These are the best wireless headphones great for the gym and only charged them twice since I brought two weeks ago. Very clear sound and great connectivity.
5,Ottime. Ottimo suono. Si collegano facilmente e con la pioggia non danno problemi. Unico dubbio: nonostante le cariche e gli utilizzi anche dopo due settimane la % di carica sul display frontale non si sposta dal 79 ( esattamente la condizione trovata quando è arrivato il prodotto imballato. Qualcuno sa cortesemente darmi spiegazioni? Ringrazio anticipatamente
5,Super Qualität toller Sound und einfach zu bedienen kann ich nur weiterempfehlen bin sehr zufrieden
5,Sound quality is great battery life is fantastic and I hate wearing ear buds I find them so uncomfortable but I can hardly feel these they are so comfortable and great for all-round wear.
5,I really love it the sound quality is amazing  and for this  price its awesome earbuds
5,Ottime cuffie. Il suono è molto nitido e la batteria durata a lungo. sono molto soddisfatta dell'acquisto
5,Great headphones probably one of the best Iv bought. They stay in your ear for HIIT and running. Charge is really good as well. Couldn’t ask for much more really 😊❤️
5,J'ai rien a dire
5,Bought these earphones for my husband he loves them they are very comfortable easy to use great sound and the noise cancellation is quality.
5,Très bon produit pour faire de la marche prix très correct
5,Absolutely brilliant headphones sound quality is excellent and battery life is superb. Really nice looking easy to connect to your Bluetooth devices. I highly recommend this product
5,Me han encantado estos auriculares inalámbricos se adaptan a la perfección y no se caen ando con ellos a paso ligero y no se mueven puedes escuchar música o recibir una llamada y la claridad es inmejorable me han sorprendido gratamente pues tenía otros y no me funcionaban muy bien pero a éstos no le he encontrado ninguna pega tiene una pantalla donde te pone la batería que te queda y se conectan automáticamente en cuanto lo sacas de su estuche no como otros que tardas un montón en poder conectarlos simplemente los sacas de la caja y listo.
5,Prodotto veramente eccezionale funzionanti di qualità. Li uso ormai da molti giorni e si scaricano poco il contenitore misura la carica rimanente molto utile si ricaricano anche velocemente. Complimenti.
5,Buona qualità del Suono e stabilità alle orecchie. Buona ricezione e distanza dal telefono. Consigliati.
5,Envoi rapide emballage soigné et propre. Les écouteurs sont de bonne qualité facile à utiliser et pratique pour le sport car ils tiennent parfaitement bien aux oreilles. Pour ma part ils me sont très utiles lorsque je fais un footing. Le son est de qualité. Le petit boîtier est pratique pour le mettre  en charge très simple. Très satisfaite de mon achat.
5,I love these headphones I use them for the gym almost every day great sound great base and they are really comfortable
5,Ho acquistato questo prodotto per un regalo. Siamo rimasti molto soddisfatti sia per il rapporto qualità-prezzo sia per la qualità del suono.Consigliabili
5,Ho acquistato queste cuffie attirata dal design delle stesse ma ho trovato un ottimo prodotto!! Le cuffie sono super comode e facili da usare non appena li togli dal loro scatolino si accendono e riesci a collegarle al telefono immediatamente!! Io ne metto una per volta per una questione di praticità ma non ho nessun problema di audio!! Il materiale con cui sono fatte è di ottima qualità nulla da invidiare ai grossi marchi!
5,I love them and they attach to my ear without even noticing.No doubt I would get more again.
5,Brilliant sound and quality
5,Piacevole scoperta curiosando su Amazon. Ottima ergonomicitá e  buona qualitá del suono.
5,Really easy to use  stays in ear when running or walking  very comfortable to use  battery easy to see when low and sound quality perfect
5,They're great. They fit my ears perfectly and I love the sound quality the charge case has good longevity and are good value for money.
5,Really decent sound and batttery last forever. Easy to operate and quick to connect. I will highly recommend it.
5,Utilisation quotidienne. Bonne tenue de ma batterie.
4,Nach Lieferung sofort geladen und dann kurz ausprobiert. Mit 100 in Ladeschale gelegt und 2 Tage später verwendet jedoch nur noch 70 geladen. Ich werde das noch weiter beobachten. Klang ist gut. Hält im Ohr auch bei Bewegung.
5,Me han sorprendido gratamente es la primera vez que uso auriculares Bluetooth y la verdad es que no esperaba gran cosa pero debo decir que me ha sorprendido lo bien que se escuchan para su precio obviamente no esperes sonido de estudio pero está más que bien para el uso que yo quería darles que era el gimnasio y este punto para mi era imprescindible y es que fueran cómodos y se sujetasen bien durante el ejercicio muy contento con la compra.
5,I like these a lot I bought them as I have narrow ear canals and they stay in place perfectly due to the behind ear hooks.
5,Ottimo prodotto molto utili non si muovono durante i movimenti acustica fantastica
5,One of the best earpiece Bluetooth I've used comfy on the ears and  don't fall out either while workingeasy to connect
5,Love the hooks and the fit. Battery life is great and case showing the battery percentage is very helpful.
5,Fit snugly in ears (and don’t work lose while running etc.) - great sound quality.
5,Delivery was earlier than expected very comfortable proven to be waterproof as I have worn them in the shower and great sound quality. Overall extremely happy with the earphones
5,I have lost my old headphones again so I bought new ones and they are perfect looks cool long buttery life  box charge never ends very good quality sound  I am really happy good price for such a product. 👍👍👍
5,parfait merci
5,Auricolari ben fatti con un ottimo rapporto qualità prezzo che utilizzo prevalentemente per la palestra
5,Le ho da pochi giorni e quindi sono pochi i giorni di utilizzo per fare una recensione univoca ma Soddisfano pienamente le mie esigenze e rispecchia ciò che è in descrizione
5,Fit well comfortable good sound long battery life and all for a very reasonable price
5,Ottimo prodotto...ricomprato nuovamente a colpo sicuro dopo aver perso i primi acquistati!!
5,I liked the feel of the headphones and the long battery life on a single charge. Would highly recommend to joggers and cyclists. A* Would buy again.
5,Die Kopfhörer finde ich gut. Sie haben ein schönes Design und sitzen auch bei Bewegung gut in den Ohren. Sie haben einen guten Klang.
5,I have had quite a few headphones even some from the big brands so these were quite a shock when the sound quality was awesome they are also really comfortable and don’t fall out when I’m running I love these
5,Good sound quality long battery life quick to charge don't fall out comfortable to wear... what's not to like?
5,
5,Bought these for my grandson who uses wireless headphones a lot. His last pair disintegrated very quickly but these are of much better quality both in sound quality and robustness
5,Comfortableon theearslight weight very easy to operate best onesI have purchased for a long time very happy would recommend these earbuds
5,Great
5,Prodotto superlativo.Ottimo rapporto qualità prezzo.Qualità audio che supera le aspettative e design elegante e nel contempo pratico.Molto più comodo da indossare rispetto alla maggior parte degli auricolari in circolazione una volta messo ci si dimentica di averlo.Ottimo per lo sport e per lunghe telefonate di lavoro.Anche la batteria ha una durata notevole.Lo consiglio vivamente.
5,Ich bin sehr zufrieden  Kann ich nur empfehlen die Tonqualität ist sehr gut fur weniger geld sehr gute qualitat  Die Verbindung über Bluetooth geht sehr schnell!!
5,Really good ear pods. Comfortable fit sound is extremely good quality. Absolutely love this item and highly recommended and very good price too. All round winner in my opinion.
4,Noise isolation goodSounds produced by speaker average
5,I have recently given up on my hissing and malfunctioning apple earpods and opted for this product instead. So glad I did as I cannot fault the product.
5,Avevo già un paio di cuffie bluetooth ho acquistato queste perché si agganciano in modo migliore all'orecchio e hanno uno standard bluetooth più recente mi sono trovato bene durante la corsaha i comandi touch direttamente sulla parte superiore la pratica scatola dove caricare le cuffie è comoda da portare in giro e dura per diverse ricariche ve le consiglio se come me avete bisogno di cuffiette da utilizzare durante lo sport
5,Ottimo rapporto qualità prezzo qualità del suono molto buona e semplicissime da associare allo smartphone. Anche il design è molto bello quindi sono pienamente soddisfatta.
5,Worth to buy
5,Wonderful earbuds very clear just what I needed.
5,These came early the next day  fully charged also. Took me a few seconds to set them up. Sound quality is perfect very comfortable in the ears  hands free calls are great. Great price.  I am actually going to order two more for Xmas boxes
5,Very comfortable and dainty earbuds. I'm really happy to have them after my last ones. They hold well and don't bother Me at all. Good product. I can truly recommend 👍
5,Per averle pagate il loro costo queste cuffie sono perfette. Quando vado ad allenarmi o a correre non ho mai incontrato nessuna difficoltà ad usarle e non hanno mai avuto nessun problema. Hanno dei buoni bassi e il suono si sente molto bene e sono MOLTO comode anche la batteria ha una lunga durata e poi con il loro case(contenitore) si ricaricano più volte.CONSIGLIATE VIVAMENTE.
5,Before I gave them 4/5 but after two weeks I'm changing to 5/5.They are comfy and you probably won't find any better for this price.
5,Good sound quality and easy set up
5,Ich bin sehr zufrieden. Sehr guter Klang. Top Sound. Angenehm im Ohr zu tragen. Schnelle Verbindung zum Handy. Kann ich nur weiterempfehlen.
5,Très satisfait.
5,I really like this earbuds. Very good quality.
5,Nice to use and does not fall out. The battery is really good on it aswell
5,Ich bin sehr zufrieden mit meinem KaufMan spürt sie kaum in den Ohren der Klang ist auch sehr gut. Absolute Empfehlung
5,Cuffie bluetooth ottime sia per il suono e la  durata batteria anche ottimo rapporto qualità prezzo
5,Sehr geiler Kopfhörer mit guter Verarbeitung. Angenehm zu tragen und mach Basstechnisch ordentlich was her  wenn man die passenden Silikonspitzen aufsetzt die den Gehörkanal gut abdichten.Lautstärke ist ok und das Preis/Leistung Verhältnis ist einfach TOP!
5,Ottimo prodotto buona tenuta nel tempo ottima riproduzione del suono bel design comode
5,This product is excellent. Perfect for when at the gym. The noise cancellation is absolutely amazing.
5,Good price smart east to set up
5,Écouteurs parfait autonomie impeccable
5,These wireless earbuds are comfortable to wear and last quite long on a charge. I'm happy with them 😊
5,Ya llevo una semana con ellos mi unico objetivo era usarlos para salir a correr ahora que ha bajado la temperatura. Necesitaba unos cascos que agarraran bien y comodos. Eso lo consigue llevo 5 dias con ellos y no se me han caido al salir a correr.El audio se escucha muy bien e incluso he contestado llamadas mientras hacia deporte y genial! Estoy bastante contento con ellos.Sobre la conexion y la instalacion es super rapido y facil. Recomiendo los cascos.
5,These are really comfortable to wear and provide excellent sound for the price.
5,I like the sound
5,Good quality and performance
5,Got these for the gym and they work incredibly don’t even notice they’re in while your working out.
5,A super product and so easy and secure to wear. Great value for money:))
5,I materiali di questo prodotto si collocano in fascia alta. La qualità del suono è notevole. Facilità di utilizzo e una connessione bluetooth molto buona lo rendono un prodotto veramente appetibile. Appena acceso si è subito connesso al mio Oppo senza alcun problema. Consigliatissimo!!
5,worth the price.  just enough for what you need
5,Got this product within a day it came and it is incredible. And it was so cheap.
5,I advised any one to get one
5,Ordered these not expecting much but they are really good. Glad I purchased
5,Amazing headphones at a great price. Ideal for my constant runs to catch trains as you can hook to you ears (Ive lost two previously this way).Would recommend.
5,Habe mir die Kopfhörer geholt und schnell für den Urlaub ein paar Kopfhörer zu habe.Die Lieferung kam schnell an.Das case liegt gut in der Hand und die Qualität der Kopfhörer ist auch sehr gut.Die Akku Anzeige die im Case Integriert ist ist sehr gelungen.
5,Rapport qualité prix semble de bonne qualité connexion bluetooth simple utilisation facile rien à redire top !!
5,The battery holds on to its promise and the Bluetooth connection is stable.
5,
5,Have tried earbuds before but they have all felt uncomfortable and kept falling out but these are very good and stay in place
5,Non si spostano  non danno fastidio. Perfette per correre/camminare. Buono il suono.
5,Stay in while exercising so all good.
5,- very happy with these at the price point
5,Auricolari bluetooth di ottima qualità e funzionano alla perfezione le consiglio assolutamente!
5,Premettendo che le ho pagate meno di 30 euro devo dire che ci siamo rispetto alla concorrenza sono una spanna soprabatteriadesignqualità materiali e del suono. Quando di dice soldi spesi bene.
5,Brilliant earbuds everything I wanted. I would highly recommend.I will definitely buy again.
5,Ich liebe diese Kopfhörer.  Sie sind am praktischsten.  Es sitzt sehr gut im Ohr es klingt perfekt und der Akku hält lange.  empfehlen👍👏
5,Per far sport sono l’ideale ottimo il suono e semplicità di utilizzo con semplici tocchi.Ottimo il display con il quale ti indica anche la percentuale di stato della batteria.
5,Perfette come le volevo leggere e con molta durata della batteria
4,Calidad de sonido bastante buena lo utilizo para hacer sport y se fijan bien a la oreja y son cómodos .Precio y calidad por ahora que llevo 2 semanas con ellos perfectos
5,Great sound quality
5,Buona qualità del suono molto comodi da indossare prezzo ottimo!!!
5,Great quality product for a very reasonable price- arrived really quickly and in perfect condition
4,Pratiche e semplici da collegare
5,I like the sound it works very well.
5,Sono molto buoni  comodi e perfetti per sport🥰🥰
5,Smart reasonable price
5,No problems as all. Fast deliver and good quality
5,Molto comode.non rischio che mi cadano come quelle senza supporto così le posso utilizzare quando vado a correre o quando sono in palestra senza dovermi preoccupare. Il suono non è impeccabile ma accettabile
5,No puedo decir que sean súper cómodos pero son el segundo par que pido porque puedo usarlos con la tele.Los controles de parar música cambiar de canción etc sirven para silenciar la tv cambiar de canal para alante y para atrás.Para mi son los mejores hasta el momento.
5,Cuffie adattabili all.orecchio molto leggere si sente benissimo ideali per lo sport e bici inoltre sono impermeabili al.sudore cosa importantissima per quando si corre
5,Comode e funzionali  ottima qualità del suono e lunga durata della batteria.
5,Franchement pour le prix je ne suis pas déçue. Le son est top les écouteurs tiennent bien aux oreilles la boîte est petite et conforme à l'image. je vais en recommander pour ma fille ce coup ci.
5,come da titolo ottime cuffiette sport dai bassi profondi e dal suono pulito e forte pratiche per stop e ripresa della musica per chiamare sia in entrata che in uscita e per chi come me fa running non si muovono dall' orecchio comodissime. Belle come design e mantenimento della batteria molto buona consigliatissime
5,Great Quality for the price highly recommend
5,Ideal for cycling without worrying all the time that they will fall out
5,Arrived on time and happy with my purchase.
5,Absolutely brilliant daughter loves them  best set she's ever had great comfort  sound quality and secure which was what she really wanted .great buy .!
5,These are really good great sound and noise cancelling quality.
5,Comode da indossare non si peedono buona qualitá audio
5,Sits comfortable in the ears sound quality perfect easy to set up and connect to phone
